Source,srcPort,Destination,destPort,firstSize,secondSize,threeSize,flowSize
190.84.172.101,3043,190.84.16.79,80,66,64,373,695
190.84.172.101,3044,190.84.16.79,80,66,64,547,1298
190.84.172.101,3045,190.84.16.49,80,66,64,463,913
190.84.172.101,3046,190.84.16.49,80,66,64,398,656
190.84.172.101,3047,190.84.16.49,80,66,64,382,640
190.84.172.101,3048,190.84.16.49,80,66,64,381,703
190.84.172.101,3049,190.84.16.49,80,66,64,382,640
190.84.172.101,3050,190.84.16.49,80,66,64,381,703
190.84.172.101,3051,190.84.16.49,80,66,64,380,702
190.84.172.101,3052,190.84.16.49,80,66,64,381,703
190.84.172.101,3053,190.84.16.49,80,66,64,382,640
190.84.172.101,3054,190.84.16.49,80,66,64,382,640
190.84.172.101,3055,190.84.16.49,80,66,64,384,706
190.84.172.101,3056,190.84.16.49,80,66,64,380,702
190.84.172.101,3057,190.84.16.49,80,66,64,381,703
190.84.172.101,3058,190.84.16.49,80,66,64,385,707
190.84.172.101,3059,190.84.16.49,80,66,64,381,703
190.84.172.101,3060,190.84.16.49,80,66,64,382,640
190.84.172.101,3061,190.84.16.49,80,66,64,382,640
190.84.172.101,3062,190.84.16.49,80,66,64,503,889
190.84.172.101,3063,190.84.16.49,80,66,64,406,664
190.84.172.101,3064,190.84.16.49,80,66,64,390,648
190.84.172.101,3065,190.84.16.49,80,66,64,389,711
190.84.172.101,3066,190.84.16.49,80,66,64,389,711
190.84.172.101,3067,190.84.16.49,80,66,64,388,646
190.84.172.101,3068,190.84.16.49,80,66,64,390,648
190.84.172.101,3069,190.84.16.49,80,66,64,390,648
190.84.172.101,3070,190.84.16.49,80,66,64,389,711
190.84.172.101,3071,190.84.16.49,80,66,64,392,714
190.84.172.101,3072,190.84.16.49,80,66,64,390,648
190.84.172.101,3073,190.84.16.49,80,66,64,388,710
190.84.172.101,3074,190.84.16.49,80,66,64,389,711
190.84.172.101,3075,190.84.16.49,80,66,64,393,715
190.84.172.101,3076,190.84.16.49,80,66,64,389,711
190.84.172.101,3077,190.84.16.49,80,66,64,390,648
190.84.172.101,3078,190.84.16.49,80,66,64,390,648
190.84.172.101,3079,190.84.16.49,80,66,64,394,652
190.84.172.101,3080,190.84.16.49,80,66,64,523,1165
190.84.172.101,3081,190.84.16.49,80,66,64,402,660
190.84.172.101,3082,190.84.16.49,80,66,64,418,676
190.84.172.101,3083,190.84.16.49,80,66,64,401,723
190.84.172.101,3084,190.84.16.49,80,66,64,402,660
190.84.172.101,3085,190.84.16.49,80,66,64,401,723
190.84.172.101,3086,190.84.16.49,80,66,64,400,658
190.84.172.101,3087,190.84.16.49,80,66,64,401,659
190.84.172.101,3088,190.84.16.49,80,66,64,402,660
190.84.172.101,3089,190.84.16.49,80,66,64,402,660
190.84.172.101,3090,190.84.16.49,80,66,64,400,722
190.84.172.101,3091,190.84.16.49,80,66,64,404,726
190.84.172.101,3092,190.84.16.49,80,66,64,401,723
190.84.172.101,3093,190.84.16.49,80,66,64,405,727
190.84.172.101,3094,190.84.16.49,80,66,64,401,723
190.84.172.101,3095,190.84.16.49,80,66,64,402,660
190.84.172.101,3096,190.84.16.49,80,66,64,402,660
190.84.172.101,3097,190.84.16.49,80,66,64,406,664
190.84.172.101,3098,190.84.16.49,80,66,64,405,663
190.84.172.101,3099,190.84.16.49,80,66,64,405,663
190.84.172.101,3100,190.84.16.49,80,66,64,406,664
190.84.172.101,3101,190.84.16.49,80,66,64,404,662
190.84.172.101,3102,190.84.16.49,80,66,64,405,663
190.84.172.101,3103,190.84.16.49,80,66,64,631,1209
190.84.172.101,3104,190.84.16.49,80,66,64,514,772
190.84.172.101,3105,190.84.16.49,80,66,64,498,756
190.84.172.101,3106,190.84.16.49,80,66,64,498,756
190.84.172.101,3107,190.84.16.49,80,66,64,497,819
190.84.172.101,3108,190.84.16.49,80,66,64,497,819
190.84.172.101,3109,190.84.16.49,80,66,64,496,818
190.84.172.101,3110,190.84.16.49,80,66,64,497,819
190.84.172.101,3111,190.84.16.49,80,66,64,498,756
190.84.172.101,3112,190.84.16.49,80,66,64,498,756
190.84.172.101,3113,190.84.16.49,80,66,64,496,818
190.84.172.101,3114,190.84.16.49,80,66,64,500,822
190.84.172.101,3115,190.84.16.49,80,66,64,497,819
190.84.172.101,3116,190.84.16.49,80,66,64,501,759
190.84.172.101,3117,190.84.16.49,80,66,64,498,756
190.84.172.101,3118,190.84.16.49,80,66,64,498,756
190.84.172.101,3119,190.84.16.49,80,66,64,497,819
190.84.172.101,3120,190.84.16.49,80,66,64,500,758
190.84.172.101,3121,190.84.16.49,80,66,64,500,758
190.84.172.101,3122,190.84.16.49,80,66,64,499,757
190.84.172.101,3123,190.84.16.49,80,66,64,500,758
190.84.172.101,3124,190.84.16.49,80,66,64,502,760
190.84.172.101,3125,190.84.16.49,80,66,64,500,758
190.84.172.101,3126,190.84.16.49,80,66,64,501,759
190.84.172.101,3127,190.84.16.49,80,66,64,502,760
190.84.172.101,3128,190.84.16.79,80,66,64,580,3797
190.84.172.101,3129,190.84.16.79,80,66,64,440,2522
190.84.172.101,3130,190.84.16.79,80,66,64,494,816
190.84.172.101,3131,190.84.16.79,80,66,64,510,1471
190.84.172.101,3132,190.84.16.79,80,66,64,513,1477
190.84.172.101,3133,220.174.209.27,80,66,64,323,581
190.84.172.101,3134,220.174.209.27,80,66,64,323,27147
190.84.172.101,3136,190.84.191.241,139,66,130,195,1681
190.84.172.101,3138,190.84.191.241,139,66,130,195,1068
190.84.172.101,3140,190.84.191.241,139,66,130,195,3264
190.84.172.101,3142,190.84.191.241,139,66,130,195,1617
190.84.172.101,3144,190.84.191.241,139,66,130,195,2847
190.84.172.101,3151,190.84.191.241,139,66,130,195,38156
190.84.172.101,3152,190.84.16.79,80,66,64,506,8294
190.84.172.101,3153,190.84.16.79,80,66,64,372,7932
190.84.172.101,3154,190.84.16.79,80,66,64,512,1218
190.84.172.101,3156,190.84.191.241,139,66,130,195,1617
190.84.172.101,3158,190.84.191.241,139,66,130,195,1617
190.84.172.101,3160,190.84.191.241,139,66,130,195,1617
190.84.172.101,3162,190.84.191.241,139,66,130,195,1617
190.84.172.101,3168,190.84.191.241,139,66,130,195,2681
190.84.172.101,3170,190.84.191.241,139,66,130,195,1052
190.84.172.101,3172,190.84.191.241,139,66,130,195,2166
190.84.172.101,3174,190.84.191.241,139,66,130,195,2715
190.84.172.101,3176,190.84.191.241,139,66,130,195,1068
190.84.172.101,3178,190.84.191.241,139,66,130,195,1617
190.84.172.101,3180,190.84.191.241,139,66,130,195,1617
190.84.172.101,3182,190.84.191.241,139,66,130,195,1617
190.84.172.101,3184,190.84.191.241,139,66,130,195,83979
190.84.172.101,3186,190.84.191.47,22,66,64,72,6010
190.84.172.101,3187,190.84.170.64,445,66,64,195,187953
190.84.172.101,3189,190.84.170.64,80,66,64,217,771
190.84.172.101,3190,65.168.56.123,1863,66,64,95,1517
190.84.172.101,3191,207.56.136.32,80,66,64,283,541
190.84.172.101,3192,207.82.136.204,80,66,64,224,482
190.84.172.101,3193,215.206.95.129,80,66,64,240,498
190.84.172.101,3194,65.186.220.52,80,66,64,294,19199
190.84.172.101,3195,64.200.152.157,443,66,64,136,1371
190.84.172.101,3196,65.186.220.52,80,66,64,234,11436
190.84.172.101,3197,64.200.152.157,443,66,64,160,1447
190.84.172.101,3198,207.82.136.204,80,66,64,462,3116
190.84.172.101,3199,207.82.136.204,80,66,64,621,2275
190.84.172.101,3200,207.82.136.204,80,66,64,993,1251
190.84.172.101,3201,207.82.136.204,80,66,64,629,1079
190.84.172.101,3202,207.82.136.204,80,66,64,691,949
190.84.172.101,3203,207.82.136.204,80,66,64,671,1249
190.84.172.101,3204,207.82.136.204,443,66,64,136,1521
190.84.172.101,3205,207.82.136.204,443,66,64,160,1961
190.84.172.101,3206,64.200.152.157,443,66,64,160,2519
190.84.172.101,3207,207.82.136.204,443,66,64,160,1901
190.84.172.101,3208,207.82.136.204,80,66,64,913,1829
190.84.172.101,3209,207.82.136.204,80,66,64,861,3682
190.84.172.101,3210,207.82.136.204,80,66,64,832,3587
190.84.172.101,3211,64.200.159.98,80,66,64,589,1800
190.84.172.101,3212,64.200.152.157,443,66,64,160,2115
190.84.172.101,3213,64.200.159.98,80,66,64,869,2666
190.84.172.101,3214,64.200.152.157,443,66,64,160,2121
190.84.172.101,3215,64.200.159.98,80,66,64,869,2666
190.84.172.101,3216,64.200.152.157,443,66,64,160,2121
190.84.172.101,3217,64.200.159.98,80,66,64,869,7351
190.84.172.101,3218,64.200.159.98,80,66,64,951,8750
190.84.172.101,3219,64.200.159.98,80,66,64,798,5168
190.84.172.101,3220,207.56.135.237,80,66,64,923,1181
190.84.172.101,3221,220.174.209.27,80,66,64,323,25751
190.84.172.101,3222,207.56.154.116,80,66,64,779,1101
190.84.172.101,3223,207.56.154.116,80,66,64,835,1157
190.84.172.101,3224,207.56.154.116,80,66,64,836,6120
190.84.172.101,3225,207.56.154.115,80,66,64,735,1654
190.84.172.101,3226,207.56.154.115,80,66,64,726,984
190.84.172.101,3227,207.56.154.116,80,66,64,1087,1351
190.84.172.101,3228,64.200.152.157,443,66,64,160,1912
190.84.172.101,3229,207.56.154.115,80,66,64,738,2024
190.84.172.101,3230,207.56.154.115,80,66,64,731,2017
190.84.172.101,3231,207.56.135.237,80,66,64,847,1105
190.84.172.101,3232,190.84.175.247,902,66,64,108,366
190.84.172.101,3233,190.84.175.251,2151,66,64,72,1063
190.84.172.101,3234,190.84.175.247,902,66,64,64,474
190.84.172.101,3235,207.56.154.116,80,66,64,1132,1518
190.84.172.101,3236,207.56.154.116,80,66,64,1091,1285
190.84.172.101,3237,207.56.154.116,80,66,64,1093,1351
190.84.172.101,3238,207.56.154.115,80,66,64,1115,1309
190.84.172.101,3239,207.56.154.115,80,66,64,1115,1309
190.84.172.101,3240,207.56.135.237,80,66,64,847,1105
190.84.172.101,3241,220.174.209.27,80,66,64,323,128829
190.84.172.101,3242,207.82.231.42,80,66,64,291,549
190.84.172.101,3243,207.56.187.200,80,66,64,284,542
190.84.172.101,3244,207.56.154.116,80,66,64,1132,1518
190.84.172.101,3245,207.56.154.116,80,66,64,1091,1285
190.84.172.101,3246,207.56.154.116,80,66,64,1093,1351
190.84.172.101,3247,207.56.154.115,80,66,64,1115,1309
190.84.172.101,3248,207.56.154.115,80,66,64,1115,1309
190.84.172.101,3249,207.56.135.237,80,66,64,847,1105
190.84.172.101,3250,45.125.51.89,23,66,64,64,82212
190.84.172.101,3252,207.56.154.116,80,66,64,1132,1518
190.84.172.101,3253,207.56.154.116,80,66,64,1091,1285
190.84.172.101,3254,207.56.154.116,80,66,64,1093,1287
190.84.172.101,3265,215.149.207.199,80,66,64,437,1335
190.84.172.101,3266,215.149.207.199,80,66,64,366,2193
190.84.172.101,3267,28.125.159.246,80,66,64,533,855
190.84.172.101,3268,191.12.120.70,80,66,64,378,1020
190.84.172.101,3285,190.84.16.79,80,66,64,373,695
190.84.172.101,3286,191.165.49.58,443,66,64,136,4312
190.84.172.101,3287,191.165.49.58,443,66,64,160,3688
190.84.172.101,3288,191.165.49.58,443,66,64,160,1069
190.84.172.101,3291,191.165.49.58,443,66,64,160,1836
190.84.172.101,3292,191.165.49.58,443,66,64,160,9764
190.84.172.101,3293,191.165.49.58,443,66,64,160,5747
190.84.172.101,3295,191.165.49.58,443,66,64,160,7307
190.84.172.101,3296,191.165.49.58,443,66,64,160,2177
190.84.172.101,3305,65.252.64.38,80,66,64,417,3560
190.84.172.101,3306,65.252.64.38,80,66,64,393,2523
190.84.172.101,3307,65.252.64.53,80,66,64,428,1219
190.84.172.101,3309,65.252.64.53,80,66,64,427,685
190.84.172.101,3310,223.213.212.23,80,66,64,446,768
190.84.172.101,3311,223.213.212.23,80,66,64,1116,1380
190.84.172.101,3312,223.213.212.35,80,66,64,468,726
190.84.172.101,3313,223.213.212.23,80,66,64,816,1074
190.84.172.101,3314,65.252.64.38,80,66,64,465,723
190.84.172.101,3315,65.252.64.59,80,66,64,411,733
190.84.172.101,3316,223.213.212.35,80,66,64,508,766
190.84.172.101,3319,65.252.64.38,80,66,64,417,1732
190.84.172.101,3320,223.213.212.23,80,66,64,834,1098
190.84.172.101,3321,65.252.64.38,80,66,64,521,843
190.84.172.101,3322,65.252.64.38,80,66,64,465,787
190.84.172.101,3323,65.252.64.59,80,66,64,411,1272
190.84.172.101,3324,65.252.64.53,80,66,64,469,1259
190.84.172.101,3325,223.213.212.35,80,66,64,508,766
190.84.172.101,3328,65.252.64.38,80,66,64,521,779
190.84.172.101,3329,65.252.64.38,80,66,64,465,723
190.84.172.101,3333,65.252.64.38,80,66,64,417,1059
190.84.172.101,3334,223.213.212.23,80,66,64,836,1094
190.84.172.101,3335,65.252.64.38,80,66,64,465,723
190.84.172.101,3336,65.252.64.38,80,66,64,521,779
190.84.172.101,3337,65.252.64.53,80,66,64,469,727
190.84.172.101,3338,65.252.64.59,80,66,64,411,733
190.84.172.101,3339,223.213.212.35,80,66,64,508,766
190.84.172.101,3342,65.252.64.38,80,66,64,417,931
190.84.172.101,3343,223.213.212.23,80,66,64,836,1094
190.84.172.101,3344,65.252.64.38,80,66,64,521,779
190.84.172.101,3345,65.252.64.38,80,66,64,465,1717
190.84.172.101,3346,65.252.64.53,80,66,64,467,1746
190.84.172.101,3347,65.252.64.53,80,66,64,469,1245
190.84.172.101,3348,65.252.64.59,80,66,64,411,733
190.84.172.101,3349,223.213.212.35,80,66,64,508,766
190.84.172.101,3350,65.252.64.40,80,66,64,324,3769
190.84.172.101,3351,223.213.212.23,80,66,64,791,985
190.84.172.101,3352,223.213.212.23,80,66,64,805,1063
190.84.172.101,3353,223.213.212.35,80,66,64,484,742
190.84.172.101,3354,223.213.212.23,80,66,64,823,1087
190.84.172.101,3357,223.213.212.23,80,66,64,822,1086
190.84.172.101,3358,65.252.64.40,80,66,64,550,1192
190.84.172.101,3359,223.213.212.23,80,66,64,842,1106
190.84.172.101,3360,65.252.64.38,80,66,64,417,995
190.84.172.101,3361,223.213.212.23,80,66,64,870,1134
190.84.172.101,3362,65.252.64.38,80,66,64,521,779
190.84.172.101,3363,65.252.64.38,80,66,64,465,723
190.84.172.101,3364,65.252.64.53,80,66,64,469,727
190.84.172.101,3365,65.252.64.59,80,66,64,411,733
190.84.172.101,3366,223.213.212.35,80,66,64,508,766
190.84.172.101,3369,65.252.64.38,80,66,64,417,931
190.84.172.101,3370,223.213.212.23,80,66,64,887,1151
190.84.172.101,3371,65.252.64.38,80,66,64,521,779
190.84.172.101,3372,65.252.64.38,80,66,64,465,2213
190.84.172.101,3373,65.252.64.53,80,66,64,468,726
190.84.172.101,3374,65.252.64.59,80,66,64,411,733
190.84.172.101,3375,223.213.212.35,80,66,64,508,766
190.84.172.101,3376,202.28.11.188,80,66,64,380,1086
190.84.172.101,3377,223.213.212.23,80,66,64,856,1114
190.84.172.101,3378,65.252.64.38,80,66,64,491,2116
190.84.172.101,3379,223.213.212.35,80,66,64,484,742
190.84.172.101,3380,215.210.248.111,80,66,64,466,724
190.84.172.101,3381,207.82.231.42,80,66,64,291,549
190.84.172.101,3382,207.56.187.202,80,66,64,284,606
190.84.172.101,3385,223.213.212.23,80,66,64,877,1135
190.84.172.101,3386,65.252.64.53,80,66,64,456,714
190.84.172.101,3387,65.252.64.59,80,66,64,392,714
190.84.172.101,3389,223.213.212.23,80,66,64,874,1132
190.84.172.101,3390,65.252.64.38,80,66,64,551,1065
190.84.172.101,3392,65.252.64.37,80,66,64,342,2566
190.84.172.101,3393,223.213.212.23,80,66,64,891,1149
190.84.172.101,3394,65.252.64.37,80,66,64,495,2701
190.84.172.101,3395,65.252.64.38,80,66,64,500,1325
190.84.172.101,3396,215.210.248.111,80,66,64,470,728
190.84.172.101,3397,223.213.212.35,80,66,64,488,810
190.84.172.101,3399,65.252.64.53,80,66,64,461,1765
190.84.172.101,3400,65.252.64.59,80,66,64,399,2295
190.84.172.101,3401,202.28.3.173,80,66,64,392,2506
190.84.172.101,3402,223.213.212.23,80,66,64,908,1166
190.84.172.101,3403,223.213.212.23,80,66,64,913,1171
190.84.172.101,3404,223.213.212.23,80,66,64,936,1194
190.84.172.101,3405,223.213.212.23,80,66,64,938,1196
190.84.172.101,3406,223.213.212.23,80,66,64,963,1227
190.84.172.101,3407,31.139.249.246,80,66,64,371,1077
190.84.172.101,3410,65.252.64.38,80,66,64,393,1739
190.84.172.101,3411,65.252.64.38,80,66,64,417,995
190.84.172.101,3412,223.213.212.23,80,66,64,957,1221
190.84.172.101,3413,65.252.64.38,80,66,64,491,1245
190.84.172.101,3414,223.213.212.35,80,66,64,484,742
190.84.172.101,3415,215.210.248.111,80,66,64,466,724
190.84.172.101,3416,190.84.175.247,902,66,64,108,366
190.84.172.101,3417,190.84.175.251,2151,66,64,72,3418
190.84.172.101,3418,190.84.175.247,902,66,64,64,474
190.84.172.101,3419,223.213.212.23,80,66,64,998,1256
190.84.172.101,3420,65.252.64.38,80,66,64,521,843
190.84.172.101,3421,65.252.64.53,80,66,64,470,728
190.84.172.101,3422,65.252.64.53,80,66,64,469,727
190.84.172.101,3423,65.252.64.59,80,66,64,411,733
190.84.172.101,3424,190.84.191.47,22,66,64,72,5974
190.84.172.101,3426,65.252.64.38,80,66,64,551,3252
190.84.172.101,3428,65.252.64.38,80,66,64,417,931
190.84.172.101,3429,65.252.64.38,80,66,64,503,761
190.84.172.101,3430,223.213.212.23,80,66,64,995,1253
190.84.172.101,3431,223.213.212.35,80,66,64,496,754
190.84.172.101,3432,65.252.64.53,80,66,64,457,715
190.84.172.101,3433,65.252.64.59,80,66,64,392,1253
190.84.172.101,3434,45.125.51.89,23,66,64,64,67658
190.84.172.101,3436,223.213.212.23,80,66,64,1023,1287
190.84.172.101,3437,65.252.64.38,80,66,64,521,779
190.84.172.101,3438,223.213.212.23,80,66,64,1008,1266
190.84.172.101,3453,65.252.64.38,80,66,64,551,1616
190.84.172.101,3454,223.213.212.23,80,66,64,1029,1287
190.84.172.101,3455,65.252.64.53,80,66,64,456,714
190.84.172.101,3456,65.252.64.59,80,66,64,392,1754
190.84.172.101,3457,223.213.212.23,80,66,64,1027,1291
190.84.172.101,3458,65.252.64.38,80,66,64,551,4582
190.84.172.101,3460,223.213.212.23,80,66,64,1046,1310
190.84.172.101,3461,190.84.175.247,902,66,64,108,366
190.84.172.101,3462,190.84.175.251,2151,66,64,72,3418
190.84.172.101,3463,190.84.175.247,902,66,64,88,410
190.84.172.101,3465,223.213.212.23,80,66,64,1044,1308
190.84.172.101,3466,223.213.212.23,80,66,64,1065,1323
190.84.172.101,3467,223.213.212.23,80,66,64,1062,1326
190.84.172.101,3468,223.213.212.23,80,66,64,1077,1341
190.84.172.101,3470,223.213.212.23,80,66,64,1083,1347
190.84.172.101,3471,65.252.64.59,80,66,64,392,714
190.84.172.101,3473,223.213.212.23,80,66,64,1087,1345
190.84.172.101,3474,65.252.64.38,80,66,64,558,1630
190.84.172.101,3475,223.213.212.23,80,66,64,1101,1359
190.84.172.101,3476,65.252.64.53,80,66,64,458,780
190.84.172.101,3477,45.125.51.89,23,66,64,64,2074
190.84.172.101,3478,65.252.64.59,80,66,64,392,778
190.84.172.101,3480,223.213.212.23,80,66,64,1105,1369
190.84.172.101,3481,65.252.64.38,80,66,64,558,2777
190.84.172.101,3482,65.252.64.38,80,66,64,342,3223
190.84.172.101,3484,65.252.64.38,80,66,64,481,3637
190.84.172.101,3485,65.252.64.53,80,66,64,433,1546
190.84.172.101,3486,65.252.64.53,80,66,64,428,1175
190.84.172.101,3487,65.252.64.53,80,66,64,442,1189
190.84.172.101,3488,65.252.64.55,80,66,64,422,680
190.84.172.101,3489,65.252.64.55,80,66,64,423,681
190.84.172.101,3490,223.213.212.23,80,66,64,446,768
190.84.172.101,3491,223.213.212.23,80,66,64,1119,1383
190.84.172.101,3492,65.252.64.59,80,66,64,392,778
190.84.172.101,3493,223.213.212.23,80,66,64,1169,1433
190.84.172.101,3494,223.213.212.35,80,66,64,468,726
190.84.172.101,3495,223.213.212.23,80,66,64,1124,1382
190.84.172.101,3496,223.213.212.23,80,66,64,1133,1391
190.84.172.101,3497,190.84.191.47,22,66,64,72,18674
190.84.172.101,3500,65.252.64.38,80,66,64,558,1072
190.84.172.101,3501,223.213.212.23,80,66,64,1138,1402
190.84.172.101,3502,65.252.64.59,80,66,64,392,714
190.84.172.101,3532,207.82.197.121,80,66,64,291,549
190.84.172.101,3533,207.56.187.200,80,66,64,284,542
190.84.172.101,3555,190.84.175.247,902,66,64,108,366
190.84.172.101,3556,190.84.175.251,2151,66,64,72,4534
190.84.172.101,3557,190.84.175.247,902,66,64,88,410
190.84.172.101,3596,207.82.197.122,80,66,64,291,549
190.84.172.101,3597,207.56.187.202,80,66,64,284,478
190.84.172.101,3624,190.84.175.247,902,66,64,107,365
190.84.172.101,3625,190.84.175.251,2151,66,64,71,3100
190.84.172.101,3627,190.84.191.47,22,66,64,72,11548
190.84.172.101,3630,190.84.16.79,80,66,64,373,695
190.84.172.101,3631,190.84.16.79,80,66,64,548,4234
190.84.172.101,3632,190.84.16.79,80,66,64,454,2148
190.84.172.101,3633,190.84.16.19,80,66,64,521,1291
190.84.172.101,3635,190.84.16.19,80,66,64,550,1000
190.84.172.101,3637,190.84.191.241,139,66,130,195,1681
190.84.172.101,3639,190.84.191.241,139,66,130,195,1617
190.84.172.101,3641,190.84.191.241,139,66,130,195,1068
190.84.172.101,3643,190.84.191.241,139,66,130,195,1068
190.84.172.101,3645,190.84.191.241,139,66,130,195,1617
190.84.172.101,3647,190.84.191.241,139,66,130,195,2842
190.84.172.101,3654,190.84.191.241,139,66,130,195,4911
190.84.172.101,3656,190.84.191.241,139,66,130,195,1617
190.84.172.101,3658,190.84.191.241,139,66,130,195,1617
190.84.172.101,3660,190.84.191.241,139,66,130,195,2166
190.84.172.101,3662,190.84.191.241,139,66,130,195,120423
190.84.172.101,3666,190.84.16.19,80,66,64,556,1134
190.84.172.101,3667,190.84.16.19,80,66,64,401,723
190.84.172.101,3675,190.84.16.79,80,66,64,373,1193
190.84.172.101,3676,199.74.77.51,80,66,64,506,14274
190.84.172.101,3677,199.74.77.51,80,66,64,523,13818
190.84.172.101,3678,199.74.77.51,80,66,64,543,865
190.84.172.101,3680,190.84.191.47,22,66,64,72,7024
190.84.172.101,3684,204.1.180.62,80,66,64,417,2003
190.84.172.101,3685,204.1.180.62,80,66,64,462,5478
190.84.172.101,3686,204.1.180.62,80,66,64,476,2763
190.84.172.101,3687,204.1.180.60,80,66,64,505,3278
190.84.172.101,3688,204.1.180.54,80,66,64,558,1072
190.84.172.101,3689,204.1.180.54,80,66,64,558,1200
190.84.172.101,3690,204.1.180.54,80,66,64,577,1097
190.84.172.101,3691,204.1.180.54,80,66,64,594,1044
190.84.172.101,3692,204.1.180.54,80,66,64,596,1046
190.84.172.101,3694,190.84.16.79,80,66,64,373,1193
190.84.172.101,3695,215.27.222.100,80,66,64,489,2238
190.84.172.101,3696,215.27.222.100,80,66,64,407,2317
190.84.172.101,3697,140.207.181.132,80,66,64,497,883
190.84.172.101,3698,140.207.181.132,80,66,64,373,695
190.84.172.101,3699,189.30.248.192,80,66,64,488,938
190.84.172.101,3702,189.30.248.192,21,66,64,74,1110
190.84.172.101,3703,189.30.248.192,3695,66,64,64,65306
190.84.172.101,3705,207.82.197.121,80,66,64,291,549
